id,hw_no,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50
29,2,2.970218175,4.280475392,4.649381715,-0.374003444,0.148197686,4.342264247,4.857855636,-0.003639227,1.913175574,1.866332036,1.091571624,-0.065839459,-0.079448481,-0.025680111,4.058482301,4.781244736,1.861735269,2.063360445,1.181615966,1.31068611,1.893071926,1.482262778,-0.70642114,-1.342442256,4.539384804,4.614517603,2.96855447,1.929861634,-0.297233155,1.736439839,0.069913788,1.88797605,2.8896056,4.218024455,1.688914638,2.542786842,2.644307626,-0.794423152,0.507209275,2.378342535,0.90453781,0.507232727,0.06987437,2.667464923,1.830187885,0.433788195,2.476442512,-1.163099213,-0.828681211,6.197016826
29,3,2.619262361,4.223527483,4.803105312,-0.343808582,0.18138887,4.261241722,4.656935435,-0.091574454,1.767890955,0.007610925,-0.157934864,-0.165404604,-0.044508815,0.001131619,3.976953232,4.584149778,1.887077016,1.850533273,-0.086063236,-0.108010617,1.678638142,1.51810785,-0.895114583,-1.552490614,4.37871214,4.299314259,2.946538045,3.620671827,0.115656802,0.11539157,-2.87807E-05,1.9168866,2.959523953,3.724657304,1.030811948,1.802987321,0.845648128,-0.64174884,0.302881445,1.811087382,0.469404059,0.302884532,-4.03554E-05,2.721401823,1.248789671,0.875559794,1.96306681,-1.046979876,-0.831000277,8.926148228
30,1,3.078414949,3.307843024,3.129226153,-0.413501258,0.200800705,2.747194303,2.787504002,-0.202171342,3.258262549,-0.177610495,1.134085711,0.421742643,-0.01099513,-0.010971112,2.460512549,2.389917796,3.792875443,3.613595142,1.536612551,1.412085038,3.607844729,-0.202789662,-0.151471213,-0.808530182,3.52020269,3.140489041,2.670066673,4.185900423,-0.364523298,-0.838888476,-0.177142286,2.09633353,2.184803222,2.84874483,2.777959136,-0.776817996,2.74139436,4.211181809,0.200735619,1.676375274,1.584754026,0.200710435,-0.17716303,2.439823119,1.915511516,0.278276298,2.371649801,-1.176688776,-0.818125252,-0.625811678
30,2,2.507658311,2.734654784,3.24878895,-0.318195458,0.15312661,2.13318023,2.331308377,-0.123967199,2.668316957,-0.089443109,1.029766042,0.414618188,-0.056641264,-0.014819793,1.839532806,1.953001001,2.564813559,2.893318749,1.021399823,1.178408567,2.510116327,0.141348713,-0.558898552,-0.868764478,2.911098973,2.823142208,2.999221711,-0.487865414,-0.409973658,3.936718135,-0.023151536,2.102888411,2.304150689,2.668324031,1.639875856,1.12963882,1.601221379,-0.140996301,0.475150596,0.871563084,0.747191834,0.475182565,-0.023157321,2.504828235,0.945217174,1.030206415,1.548379194,-0.963235249,-0.821273832,-0.685140622
30,3,2.500550454,3.000709171,3.573316542,-0.319836203,0.167631432,2.670076478,2.893302562,-0.381111121,3.558675807,-0.335131329,1.421783779,0.450949364,-0.074006361,-0.006767399,2.395289293,2.653170503,4.198643045,4.115099563,2.019974818,1.86828911,4.037748142,0.143937611,-0.916583139,-0.86641634,3.193864707,3.285320929,3.004564868,-0.504419752,-0.115136583,4.347692922,0.091705738,2.180084752,2.770317114,2.816731492,1.576055796,0.935195937,0.958405001,-0.270625434,0.387245496,0.625788467,0.548420426,0.3872151,0.091702585,2.791362857,0.686551852,1.55305202,1.460940038,-0.872429351,-0.833913694,-0.803798509
31,1,4.816108238,3.007151368,4.786024912,-0.411758809,0.175253164,1.628497757,2.37595731,-0.366484733,1.561914668,5.02652236,3.426060906,-0.257030057,0.006914225,-0.049654557,0.941354229,1.720070596,1.918411137,1.807296233,3.422108077,3.718022386,2.333161151,0.527737627,-1.467410491,-0.260396484,3.203169198,3.059654727,2.881926902,4.527078526,-0.300184477,-0.944502744,-0.052023149,1.997280852,2.644555707,2.119377492,6.367564057,0.181320586,6.161572649,7.626189299,-0.170000788,4.689444951,3.771252741,-0.170025832,-0.051993118,2.611628254,4.921298367,-0.488214783,5.305075953,-1.420436909,-0.826210353,0.679425079
31,2,4.186350732,2.982749105,4.529818918,-0.348753161,0.117740642,1.974063706,2.524463546,-0.276585906,3.24139646,1.173473323,2.465781247,0.576247614,-0.061726717,-0.036674877,1.372099477,2.041211332,3.208902598,3.591665585,1.717202093,1.912753634,3.2065669,0.002524486,-0.165820797,0.084528086,3.177752053,3.064070438,2.795535696,1.417470858,0.111082253,2.651498225,-0.034314008,2.134834109,3.155248792,2.38846471,4.43196763,2.690092056,3.841710682,0.797134535,0.057949091,2.5255658,2.495831572,0.057962197,-0.034353343,2.959038061,2.957357954,0.057157139,3.852014395,-1.299464011,-0.840492181,-0.922456396
31,3,3.719471883,2.774367724,4.46149732,-0.373015357,0.090454512,1.786638106,2.308013281,-0.352651363,-0.248833858,-0.296953308,-0.413892962,-0.429505668,-0.033118549,-0.021531144,1.169635623,1.874438675,-0.374918896,-0.371482402,-0.35227426,-0.370914442,-0.39630497,-0.208013325,-0.35020346,0.142999358,2.958983058,2.705664857,2.781442618,1.926346672,0.926089842,1.960173832,-0.130748591,2.059111078,2.991125352,2.081640899,4.389808195,3.592254657,4.023620563,-0.267744786,-0.059537541,3.151472507,2.248425222,-0.059555062,-0.130768004,2.827458455,3.118425018,-0.041180335,3.869323194,-1.313364867,-0.83537673,-0.685140622
32,1,3.195725372,3.288962645,4.837266111,-0.347021547,0.156049524,2.966833677,2.378869197,1.975978982,4.962879407,1.260374504,2.069395624,2.389935357,-0.005330936,-0.002422701,2.70238212,2.021915322,4.970430672,4.719661492,1.538054837,1.413451601,4.667818297,-0.018735542,-0.377108927,-0.323503844,3.489112076,3.455325144,2.962204646,0.370012129,-0.331616057,3.206285767,0.016797021,2.035366068,2.572704196,3.26270066,1.593020821,2.161102664,1.677528146,-0.688319306,0.521993913,1.706027097,1.003860018,0.522007624,0.016793951,2.599073263,1.547272688,0.576466802,2.160158244,-1.112363307,-0.825644634,-0.329166961
32,2,3.34880508,3.218349468,4.700622914,-0.25298332,0.184545961,2.947310177,2.48175587,0.190964352,3.985092529,0.512657909,1.553402733,0.764000042,0.01756149,0.023825098,2.660258768,2.177661687,4.550106957,4.307821472,1.539022376,1.397371717,4.284527922,0.029745538,-0.125868263,0.277130481,3.402421457,3.531388156,3.154935346,-0.323229121,-0.25576708,4.34746555,0.110479119,2.235585484,2.96000492,3.223901956,1.730257536,1.229806366,1.910876963,1.429916747,0.553540313,2.581839595,1.026784803,0.55348952,0.110470017,2.923190259,2.016402967,0.449453674,2.866589458,-1.191875827,-0.839131295,-0.269838017
32,3,3.225628576,3.132007289,4.734783713,-0.341299366,0.136840392,2.746218128,2.211921011,0.510913483,4.302017491,0.614942342,1.522390745,1.004813709,-0.034577741,0.012860082,2.358601212,1.816550645,4.739436648,4.513343667,1.382179243,1.265407344,4.438730755,0.019456261,0.034019316,0.23763129,3.329801044,3.357666325,3.124224381,0.527391726,-0.003576609,3.347370058,0.052229112,2.133470041,2.876881046,3.034469872,2.258842297,2.182052739,2.539385822,0.071211391,0.461427986,2.739781548,0.938622198,0.461430545,0.052234595,2.816225042,2.040054078,0.387841397,2.800043233,-1.195306206,-0.834924271,-0.566482735
33,1,4.341441247,3.731633638,2.480170969,-0.132689737,0.272982149,3.112283752,2.8175935,0.556229841,3.490095797,2.601337772,3.394757726,1.330482825,-0.094505587,-0.051199576,2.796140549,2.298950893,3.266459015,3.602777107,1.782587271,1.945875689,3.258435126,-0.775123916,-0.274478765,-0.990611268,3.875361899,3.82809707,3.141788256,-0.434120509,-0.351832613,4.111226101,0.011874765,2.081225533,2.656428761,3.518718051,3.193012623,3.523512223,2.365311011,0.565722527,0.452381721,4.883983752,1.580293763,0.452338301,0.011880589,2.670768868,3.575280669,-0.217290959,4.126480645,-1.347873133,-0.828825151,2.459293385
33,2,4.127226422,3.363173412,2.428929771,-0.241708802,0.213446007,2.954143402,2.571053737,-0.038673174,4.02625366,1.691997808,3.930333304,1.340868224,-0.082267846,-0.021656007,2.681999853,2.114260512,4.671636388,4.446151919,3.000399547,3.262028993,4.736833215,-0.676985331,-0.571584112,-0.769368718,3.503863097,3.491447683,3.213015909,3.715008877,-0.440372275,-0.08640103,0.028924307,2.010868128,2.690228994,3.152599694,2.796803802,3.855439973,2.524396993,0.443775121,0.431777085,4.299097542,2.383947313,0.431767098,0.028956535,2.643511322,3.802810351,-0.278161319,4.306371928,-1.362788319,-0.827630143,3.111911763
33,3,4.293711972,3.334448463,2.189804177,-0.337828949,0.181004637,2.841883278,2.540964238,0.345327407,4.126741422,3.529650534,5.93351846,2.080854525,0.033680443,0.011524294,2.46594782,2.045346191,4.569964977,4.364880636,4.502327611,4.209301559,4.704114316,-0.65532569,-0.577621049,-0.67315428,3.496601056,3.62436204,3.368687112,4.358587113,-0.374705359,-0.562063135,0.108046839,1.995545161,2.950902253,3.132446071,3.293948195,3.977866973,2.376211977,-0.233657125,0.421851884,3.625288994,2.442733478,0.421879282,0.108053609,2.766748467,3.492352088,-0.166204815,4.163728514,-1.342090283,-0.832900542,4.654464295
35,1,6.097499098,4.859575952,4.376095322,-0.162020899,0.076237948,2.569530453,2.497285934,0.53610407,2.905032839,0.753392211,1.945202076,1.19132556,-0.050727577,0.06544108,2.11129637,1.842738087,2.27356184,2.5288392,1.779068362,1.64699711,2.274780911,0.279042799,-0.532788014,-0.445108123,3.61597086,3.591136453,3.019485041,1.008941544,0.040988354,3.121362346,0.022401607,2.470230241,2.825159605,3.134128886,4.53921875,9.336175975,8.03040712,-0.910609264,0.347137356,4.211726409,8.764047891,0.347095571,0.022432235,3.002815331,7.970794867,-0.72598703,9.04334711,-1.507525182,-0.842122209,3.111911763
35,2,5.926455735,3.689745411,2.941341758,-0.082189479,0.099473663,2.369414579,2.310925168,0.92052202,2.245037196,3.042622941,1.958815319,0.821527358,-0.074333897,0.001901162,2.00530858,1.689748295,0.790511346,1.531867787,2.167107929,2.267416428,1.069126063,0.274201093,-0.480436572,-0.151298746,3.42443452,3.455433374,3.223850654,2.101641238,-0.320401033,1.69323917,0.053695749,2.165573522,2.729191189,2.764273656,3.294116011,4.017803053,3.057181738,-0.506358412,0.196309856,3.938019292,1.99506119,0.196277966,0.053684439,2.76121436,3.35882809,-0.132764864,4.028030342,-1.332353633,-0.832670996,5.722385278
35,3,5.621029303,3.588371439,4.46149732,-0.195405176,0.137339842,3.072260577,2.87583124,0.272398637,1.924752142,1.153843261,1.033915533,0.382363193,-0.056427292,0.023853188,2.824675724,2.465723549,1.578290019,1.870976874,0.676404737,1.168609176,1.67177912,0.384496204,-0.481100679,-0.293280083,3.529734119,3.839317026,3.04796895,4.643185663,0.640401866,-0.303200178,0.20923523,2.514173209,3.083119189,3.098848251,3.024952653,1.082828497,2.194983407,3.776204052,0.376010616,4.18282158,1.782048667,0.375963447,0.209220539,3.162148074,3.345056557,0.003047606,4.482741759,-1.331318074,-0.84777528,4.832451125
37,1,3.2652925,2.653276723,3.795361737,-0.314548342,0.13364623,1.771019306,1.536363235,-0.403769728,2.068330464,-0.30655086,1.025543753,0.228638013,0.008356108,0.021028577,1.416940465,1.036440531,1.465512463,1.846753055,1.490825113,1.375734479,1.509222194,0.455541134,-0.615612053,-0.006638405,2.824181416,2.92412655,3.004013367,-0.504419752,-0.44775058,4.178755568,0.103658385,2.103886165,2.62411504,2.400468575,3.064639066,1.791202904,2.688252148,0.592128462,0.308896678,1.57260261,1.805388774,0.308908144,0.103623529,2.668621304,2.007421532,0.337401115,2.644578922,-1.190560587,-0.828731618,1.747346062
37,2,3.592295337,2.943482378,3.966165732,-0.329239667,0.139346133,2.179060455,1.898407848,-0.382590118,2.374243248,0.323961488,0.567498144,-0.174868432,-0.069620831,0.005078161,1.830021082,1.41409101,1.930852924,2.447731724,0.283651303,0.28749531,1.781677125,0.534594672,-1.205774756,-0.337583049,3.13508756,3.102836404,2.829198284,0.12827344,-0.373672396,3.431725049,0.015525176,2.114620536,2.450283079,2.587713832,3.177716448,2.16012063,2.785338882,0.52395314,0.244792503,1.990189562,1.924150606,0.244807821,0.0155052,2.586766068,2.302311975,0.162190958,2.84835966,-1.230387845,-0.825086387,4.417148521
37,3,3.368986308,2.647838504,3.846602935,-0.313794804,0.133782397,1.783709581,1.495596817,-0.385565457,2.037498991,-0.280222793,1.203971881,0.323630746,-0.046466813,0.0036682,1.408787558,1.017144521,1.385779632,1.786999864,0.546350572,0.990090578,1.464197452,0.652646037,-0.773263523,0.048440997,2.814196109,2.929024384,3.042686384,-0.429811845,-0.379870173,4.018230976,0.114072832,1.981593972,2.653643027,2.41557357,3.293269353,2.027545937,2.54381434,0.518191845,0.329887211,1.78705217,1.89455774,0.32993396,0.114094628,2.606341942,2.177470031,0.226218437,2.750298269,-1.214333788,-0.825972617,2.399964441
40,1,4.3645726,4.574808516,3.453753745,-0.353888453,0.190024217,4.408644147,4.938417842,10.08113181,6.904409028,2.142105542,3.550545647,10.15162143,-0.092707843,-0.034793329,3.926676973,4.879103072,3.547517359,3.882196379,2.411308402,2.545819347,3.597620936,-0.157780205,1.124785266,-1.060107841,4.754749718,5.586784484,3.456271102,-0.447046499,-0.096248122,4.210701326,0.390781411,1.672385297,3.286711902,4.335148519,1.501572149,1.154517034,0.961130243,0.078893117,0.461596928,1.176655614,0.749796403,0.461544198,0.390773294,2.73362642,1.105086714,1.015966861,1.833107693,-1.00989163,-0.831516925,0.0268067
40,2,3.623859645,3.477794327,3.317110549,-0.371050996,0.17452239,2.670076478,2.863213063,-0.157995064,3.191795722,-0.068975859,1.842265571,0.772506854,0.029941798,0.019602648,2.014820305,2.358217209,3.65880275,3.503150753,2.089657516,2.038790543,3.593080481,-0.378337389,1.113181239,-0.682220975,3.687683518,3.754959256,3.004239764,1.499789004,-0.462507191,2.303505466,0.072239719,2.072678446,2.854112524,3.538010367,1.565672067,1.260576788,1.105908706,0.35255462,0.584435969,1.317100675,1.044847104,0.584403151,0.072210231,2.766170277,1.372733472,0.797542098,2.112052784,-1.075853935,-0.83287659,2.103319724
40,3,3.516052564,3.249640141,3.453753745,-0.372965191,0.172034135,2.389914254,2.648704056,0.357599012,2.480296163,-0.117807382,0.766892124,0.729972794,0.017592286,0.012652048,1.715880385,2.111503939,2.708914877,2.560687808,1.01518349,0.928185302,2.564941891,-0.322697936,1.139830924,-0.670076415,3.415583907,3.486347591,3.076996215,1.396381085,-0.10997177,2.240068694,0.076663211,2.016917525,2.685156574,3.229554333,1.913461351,1.655027417,0.988723315,-0.042574181,0.548479449,1.440332709,1.121294788,0.548488786,0.076640311,2.644750302,1.487097075,0.643161036,2.136754266,-1.100278782,-0.827684834,3.23056965
41,1,5.113868628,4.757225889,2.770537762,-0.116637147,0.262539429,3.519348725,3.354351332,0.776497236,0.012630571,1.263448169,0.976259443,0.775271568,-0.039532229,-0.065980408,3.23775634,2.868183184,0.043823843,0.070061144,0.931946471,0.849778786,0.155272282,0.512423008,-0.060894374,0.209639518,4.666697466,4.976934902,2.742175673,-0.504419752,-0.185230482,4.11520511,0.170952114,1.866111047,2.828443386,4.007065717,3.095861889,2.315282122,2.136050056,1.119767044,0.322938968,2.773582514,2.086716049,0.32288747,0.170960753,2.622448673,2.815750665,-0.017933701,3.359380318,-1.286360193,-0.826694891,3.823859086
41,2,5.254803956,4.330981104,2.599733766,-0.094877236,0.166467131,3.287019076,2.787504002,1.271138798,0.182912615,2.124342143,1.350732839,1.132344998,-0.064028246,-0.07844505,3.027139578,2.223145139,0.1902653,0.238024915,1.364676963,1.52692183,0.426515274,0.648071651,-0.252070729,0.001528203,4.235740701,4.150414347,3.322729149,4.281824874,-0.186558577,-0.577865485,-0.004045402,2.247188615,2.506655976,3.478868122,2.362143856,3.150011669,2.610242105,-0.491475068,0.227345712,2.572652114,1.879038216,0.22730525,-0.004067701,2.699347991,2.57444945,0.097761497,3.209582464,-1.261866854,-0.830059912,4.773122182
41,3,5.395123196,4.469725399,2.616814166,-0.043606238,0.247754933,3.59256185,3.005895524,1.54224627,0.268318483,1.914493001,1.194362533,1.367700127,-0.07016744,-0.075965175,3.441579012,2.4808847,0.283192427,0.35075479,1.459350473,1.471302741,0.4788738,0.085441264,0.626841037,-0.176025628,4.127263958,3.808169609,2.906251292,-0.099292015,-0.265211311,3.762778598,-0.11850572,2.313153114,2.350665154,3.205583202,3.629307902,3.002051765,2.91206262,0.348233649,0.112395985,3.008937389,2.124567471,0.112402011,-0.118524873,2.661517822,2.962746815,-0.051311752,3.538306177,-1.299945782,-0.82842149,-0.329166961
42,1,3.431625802,3.433033605,4.290693324,0.002578843,0.279699805,2.874097052,3.004924895,0.09084051,-0.050588408,0.662580097,0.557524806,0.143286333,-0.062305598,0.029314657,2.619494233,2.666953367,-0.161103126,-0.168464102,0.328827757,0.338878055,-0.09233272,0.25051245,0.442219295,-0.818393078,3.172078583,3.284808553,3.147605955,-0.262567677,-0.246027717,3.881353066,0.105147192,1.976083808,2.704372335,2.761882532,2.468418882,2.140479934,1.099095602,0.191718474,0.358928955,1.976759411,1.593774558,0.358915489,0.10515392,2.628726169,2.077177342,0.284006968,2.676329249,-1.200595841,-0.826974724,2.399964441
42,2,3.238803451,2.766614776,4.222371726,0.030116971,0.255851752,2.241535655,2.454578258,0.286191398,0.103555829,0.4413571,0.13682462,0.185146937,-0.057595514,0.018761825,1.836815171,1.988836448,-0.057367233,-0.069595352,0.171893365,0.289681809,0.009994982,0.388964324,0.577875893,-0.682687503,2.857541418,3.007631664,3.068862843,-0.299871631,-0.440814974,3.842472464,0.136922703,1.92625548,2.657479305,2.456813504,2.266707199,1.761087172,1.853306233,-0.075701627,0.333133257,1.244410554,1.390688508,0.333116245,0.136889406,2.573302493,1.563439271,0.551872582,2.156402653,-1.115525581,-0.824471458,4.417148521
42,3,3.358502972,2.762403643,4.256532525,-0.057515545,0.238646826,2.06289563,2.384692971,0.199631476,4.073780592,0.716193938,1.854204458,0.855483715,-0.02006054,0.056692182,1.571845696,1.892356398,4.632628585,4.394030342,1.64972689,1.545097109,4.3867037,0.36789527,0.37935439,-0.761712948,2.87592346,2.991186906,3.137198643,-0.36121339,-0.2678675,4.025961622,0.112928755,1.989979809,2.752254401,2.328926958,2.579252159,2.018707624,2.278103277,0.380880986,0.208056124,1.899648979,1.664276353,0.208097884,0.112966972,2.661930815,2.083763728,0.295694713,2.710884141,-1.201522469,-0.828439552,1.806675006
44,1,3.326626444,4.090305071,3.812442136,-0.394151797,0.117580033,4.326645447,4.180356601,0.458124541,2.046581741,1.534910087,2.353089797,1.070138935,-0.07259142,-0.0065279,4.309863597,4.154124415,1.546373759,1.890619969,1.386910976,1.529558156,1.644381012,-0.062491528,-0.828291412,-1.59022826,4.274547234,4.089434992,2.811993661,3.502523744,-0.340322457,0.023419619,-0.050563562,2.169151308,2.346860357,4.039711792,3.661087496,8.200289101,6.479403958,-0.910609264,0.548299725,3.377187008,7.846003373,0.54826148,-0.050543273,2.568511773,6.93194224,-0.720940609,7.0852131,-1.485037259,-0.824251574,1.925332893
44,2,3.020525679,3.80988821,4.102808929,-0.345822291,0.179044315,3.968389224,3.966818224,-0.369320521,3.949785308,-0.34596585,3.260954829,1.360256666,-0.003143571,0.058509283,3.880477167,3.970812321,4.66198515,4.443905433,4.255822975,4.001128558,4.761279164,0.094850692,-1.165765107,-1.780920858,4.053281912,3.943213077,3.229751658,-0.460879576,-0.05050263,4.371339604,-0.018023393,2.3313735,2.678589029,3.830243164,1.918656009,1.220313363,1.4717724,-0.02913116,0.547844906,0.849260329,0.995906218,0.547806867,-0.018002318,2.840261241,1.097901566,1.090060517,1.891443369,-1.007924122,-0.835889293,-0.566482735
44,3,3.09147102,3.535272115,3.829522536,-0.392385623,0.150228408,2.866287652,3.179638113,-0.433788021,0.114463004,-0.353833548,-0.186180524,-0.374211391,-0.04758813,0.013442916,2.612700144,2.898505485,0.168751555,0.219414384,-0.04477596,-0.009959767,0.155622743,0.237771843,-0.934838832,-1.666223245,3.763254136,3.477137546,2.796732289,3.266227577,-0.436978255,0.2172542,-0.114984011,2.237564637,2.200628882,3.436999762,2.311849198,2.162084699,2.512133405,-0.222614644,0.466185677,0.88015685,2.093238146,0.466203973,-0.114980808,2.537206895,1.838570557,0.365949382,2.380813924,-1.164466282,-0.82280067,-0.685140622
45,1,4.39352046,3.658566291,2.87302016,-0.208656933,0.201200466,2.941453127,3.017543072,1.414792013,3.876414541,2.604186449,2.261436996,1.552616951,-0.048400894,-0.106638339,2.677923399,2.708301959,3.927343781,3.721839847,2.017914086,1.819565468,3.779164906,0.850667887,1.185125574,0.989395552,3.742602706,3.901134741,3.186322972,4.444873765,-0.007118196,-0.719063462,0.120222678,2.146903735,2.662770647,3.24068165,2.396344692,-0.374511089,2.254257413,3.854941748,0.344488257,2.307728817,1.309951385,0.344481551,0.120216194,2.715537321,2.061310141,0.331131228,2.735297576,-1.198348929,-0.830751266,1.628688175
45,2,4.337048915,3.562044883,2.514331769,-0.13285305,0.159938129,2.701314078,2.728295633,8.365536963,4.415289354,2.940026291,3.000628844,8.084111686,-0.090433418,-0.082636494,2.426542103,2.345812631,2.617308609,2.862559257,1.942907116,2.103428943,2.697599143,0.622511136,0.820814332,0.787233848,3.537450038,3.17237974,3.269982007,5.186304013,-0.0497648,-1.073422636,-0.168005601,2.755479034,2.462341109,3.06873843,2.47818481,-0.347668806,3.106917399,4.378259358,0.349357364,1.907001816,2.155828057,0.349368632,-0.167980681,2.998189808,2.412184861,0.28529994,3.335170447,-1.243641563,-0.841951606,0.798082966
45,3,4.594072101,3.731828856,2.548492568,-0.266412493,0.172281397,2.927786677,3.113635342,0.823121758,3.032519468,1.613407191,3.255713366,1.815406548,-0.067411459,-0.083089799,2.514865261,2.724841396,2.819856679,3.051069007,2.623252695,2.481875616,2.891136475,0.557165168,1.090860745,0.887729806,3.915757004,3.715095366,3.239998237,4.091336602,-0.118235472,-0.186899429,-0.065982407,2.43604872,2.557362171,3.373215126,3.575238968,2.580104163,2.777844468,1.181220855,0.332456438,2.651869191,2.607042963,0.332434327,-0.066008282,2.844638968,3.096270812,-0.028393615,3.866549126,-1.31151224,-0.836063802,4.535806408
46,1,3.006132753,5.473062786,4.85434651,-0.274175853,0.195050506,6.676298664,5.296579939,-0.423313812,-0.379300959,-0.353246875,-0.52512845,-0.529035367,-0.046147658,-0.025086892,7.166098648,5.540680554,-0.40033518,-0.365593782,-0.382144947,-0.381761107,-0.41793342,-0.360549762,-0.566879425,-1.738554348,5.752826524,5.601102407,2.92121713,0.689420143,-0.288674321,3.052582333,-0.017058413,2.152436728,2.664817745,5.651295535,0.393899821,0.375436124,1.290884484,0.476902566,0.648120122,0.786138535,0.353190703,0.648162516,-0.017035755,2.720080245,0.640746534,1.565528494,1.380785094,-0.853921713,-0.830944228,8.332858793
46,2,2.997234131,5.406716519,4.717703314,-0.319915967,0.196656072,6.47423044,5.117984205,-0.198052767,3.445075809,-0.078988133,0.224473525,-0.047797929,-0.066155278,-0.029328533,6.910640899,5.375286183,3.485173088,3.837470458,0.224768749,0.270362034,3.184306585,-0.510482211,-0.429366011,-1.904485209,5.692233867,5.48892455,2.847048781,0.28281839,-0.139632557,3.262332951,-0.036172952,2.127530122,2.413702254,5.64206572,0.26846408,0.495899054,1.208786579,0.396724547,0.671403589,0.944464943,0.320034838,0.671347739,-0.036205922,2.576276043,0.700922147,1.371466604,1.364473658,-0.878067454,-0.824607654,6.671648374
46,3,3.178093108,5.581297281,4.905587709,-0.277721064,0.184722679,6.548419739,4.885033248,0.145714002,-0.208569276,-0.13436467,-0.057182301,0.143428114,-0.041487284,-0.039745889,6.940534891,4.931477956,-0.163823845,-0.177201409,-0.064808124,-0.028653201,-0.146293354,-0.436663032,-0.334678723,-1.918532114,5.718558766,5.525721315,2.899489417,0.698717785,-0.426796194,3.008472176,-0.032097792,2.247485617,2.497378883,5.711790709,0.682492935,1.001319611,1.939492001,0.47834289,0.691646568,1.568152054,0.607508643,0.691691636,-0.032098029,2.694805067,1.214061457,0.890321548,1.912814032,-1.038393967,-0.829864863,6.790306261
47,1,3.543719264,3.386655361,3.300030149,-0.266283533,0.201512425,3.143521351,3.060250748,1.273424893,3.914950601,0.777623393,2.877600065,2.302315195,-0.00498619,-0.006090843,2.838263902,2.719328251,3.962000295,3.784195412,2.926525849,2.724349333,3.946455645,-0.152184521,0.596460387,-0.703524347,3.55787453,3.909659289,2.934171981,-0.504419752,-0.305791989,4.397942122,0.231464024,2.188951192,2.830915636,3.196619438,2.470997493,1.428177388,2.123786468,1.225390781,0.428401259,1.964476824,1.592988805,0.428357506,0.231451489,2.827871448,2.070291575,0.377266344,2.83960015,-1.199623307,-0.835393316,0.738754023
47,2,3.47787161,3.247604295,3.470834145,-0.081862975,0.27183488,2.843835628,2.787504002,1.01134117,0.196865462,1.22417054,0.591011929,0.81248887,-0.077050565,-0.042023983,2.427900921,2.443670967,0.101438477,0.140170204,0.900147592,0.815739995,0.201605642,-0.06897045,0.883901601,-0.799597459,3.382677782,3.32597329,2.885001704,2.181805052,-0.290445114,1.425508707,0.002838457,2.179601271,2.444855663,2.950969077,2.224290391,2.284511699,2.365992321,0.061129125,0.36236795,2.369920193,1.361324053,0.362325081,0.002859334,2.625091829,2.127473377,0.257982428,2.720139004,-1.207583631,-0.826812829,1.569359232
47,3,3.41118799,3.094720632,3.385432147,-0.139581699,0.196124379,2.801860103,2.6836467,0.195205225,3.464527594,0.975072152,1.929040899,0.80539986,-0.102017006,-0.061744112,2.430618557,2.247954295,3.294557389,3.673623294,1.353219838,1.474673595,3.206180184,0.23278921,0.957234549,-0.614650368,3.245152874,3.021649144,2.813916275,1.800261577,-0.314645955,1.734507178,-0.099276995,2.163506666,2.360015641,2.877564263,1.89712189,1.943090947,2.026018423,-0.132354359,0.399251284,1.740666699,1.199717009,0.399262324,-0.099274159,2.571650521,1.694568219,0.466981196,2.275777969,-1.139944804,-0.8243957,5.010437956
48,1,3.211736966,3.35106989,4.905587709,-0.243702313,0.177515081,2.664219428,2.920480173,-0.398803198,4.077600072,-0.202546223,2.024551998,0.687155175,0.025204948,0.011527346,2.330066038,2.607687051,4.825548788,4.598476096,2.651371531,2.467982232,4.687789394,-0.387458861,0.919303791,-0.563671909,3.52769167,3.451454556,3.057151151,2.858151807,-0.476821103,0.85082612,-0.006759517,2.254202002,2.499740166,3.121243998,2.616721917,1.886787621,2.524396993,0.159071136,0.393524696,0.968130714,2.003328693,0.393579671,-0.00672575,2.700256576,1.824799024,0.452834815,2.497312369,-1.162216602,-0.830098867,-0.566482735
48,2,2.997163817,3.029378344,4.717703314,-0.240723212,0.187852838,2.421151854,2.429341905,-0.087665526,3.460196225,0.979610826,2.553648546,0.851761985,-0.119821868,-0.058958788,2.032484936,2.043967905,3.427645121,3.795099251,2.046769096,2.211729011,3.443889412,-0.264196291,1.489726266,-0.565381429,3.19341083,3.447390891,3.255119275,0.010465514,-0.345487271,3.760845936,0.191303735,1.993109923,2.901603498,2.84061301,1.941590099,1.620328856,1.199248233,0.097137217,0.406476241,1.796359474,0.925699698,0.406422466,0.191339123,2.740069112,1.54248259,0.65486579,2.257469342,-1.111419609,-0.831787904,-0.803798509
